HAID,FID,HID,NR,ZEIT_ANKUFT,ZEIT_ABFAHRT
1024002028015,1024002028,10180,15,12:06:39,12:07:09
1024002028016,1024002028,10242,16,12:07:59,12:08:29
1024002028017,1024002028,10209,17,12:09:01,12:09:31
1024002028018,1024002028,10195,18,12:10:10,12:10:40
1024002028019,1024002028,10189,19,12:11:29,12:11:59
1024002028020,1024002028,10188,20,12:12:41,12:13:11
1024002028021,1024002028,10206,21,12:13:57,12:14:27
1024002028022,1024002028,10239,22,12:15:16,12:15:46
1024002028023,1024002028,10176,23,12:16:31,12:17:01
1024002028024,1024002028,10260,24,12:18:15,12:18:45
1024002028025,1024002028,10254,25,12:19:31,12:20:01
1024002028026,1024002028,10217,26,12:20:38,12:21:08
1024002028027,1024002028,10307,27,12:22:06,12:22:36
1024002028028,1024002028,10228,28,12:23:55,12:24:25
1024002028029,1024002028,10279,29,12:25:28,12:25:58
1024002028030,1024002028,10236,30,12:26:40,12:27:10
1024002028031,1024002028,10160,31,12:28:06,12:28:36
1024002028032,1024002028,10218,32,12:29:19,12:29:49
1024002028033,1024002028,10194,33,12:31:11,12:31:41
1024002028034,1024002028,10274,34,12:32:36,12:33:06
1024002028035,1024002028,10199,35,12:34:08,12:34:38
1024002028036,1024002028,10233,36,12:35:42,12:36:12
1024002028037,1024002028,10251,37,12:37:06,12:37:36
1024002028038,1024002028,10321,38,12:38:30,12:39:00
1024002028039,1024002028,10323,39,12:39:43,12:40:13
1024002028040,1024002028,10289,40,12:41:30,
1024002029001,1024002029,10165,1,,11:52:00
1024002029002,1024002029,10185,2,11:52:40,11:53:10
1024002029003,1024002029,10322,3,11:54:01,11:54:31
1024002029004,1024002029,10224,4,11:55:38,11:56:08
1024002029005,1024002029,10275,5,11:57:22,11:57:52
1024002029006,1024002029,10286,6,11:58:57,11:59:27
1024002029007,1024002029,10301,7,12:00:14,12:00:44
1024002029008,1024002029,10221,8,12:01:44,12:02:14
1024002029009,1024002029,10232,9,12:02:46,12:03:16
1024002029010,1024002029,10156,10,12:04:13,12:04:43
1024002029011,1024002029,10256,11,12:05:25,12:05:55
1024002029012,1024002029,10285,12,12:07:01,12:07:31
1024002029013,1024002029,10193,13,12:08:13,12:08:43
1024002029014,1024002029,10319,14,12:09:22,12:09:52
1024002029015,1024002029,10180,15,12:10:39,12:11:09
1024002029016,1024002029,10242,16,12:11:59,12:12:29
1024002029017,1024002029,10209,17,12:13:01,12:13:31
1024002029018,1024002029,10195,18,12:14:10,12:14:40
1024002029019,1024002029,10189,19,12:15:29,12:15:59
1024002029020,1024002029,10188,20,12:16:41,12:17:11
1024002029021,1024002029,10206,21,12:17:57,12:18:27
1024002029022,1024002029,10239,22,12:19:16,12:19:46
1024002029023,1024002029,10176,23,12:20:31,12:21:01
1024002029024,1024002029,10260,24,12:22:15,12:22:45
1024002029025,1024002029,10254,25,12:23:31,12:24:01
1024002029026,1024002029,10217,26,12:24:38,12:25:08
1024002029027,1024002029,10307,27,12:26:06,12:26:36
1024002029028,1024002029,10228,28,12:27:55,12:28:25
1024002029029,1024002029,10279,29,12:29:28,12:29:58
1024002029030,1024002029,10236,30,12:30:40,12:31:10
1024002029031,1024002029,10160,31,12:32:06,12:32:36
1024002029032,1024002029,10218,32,12:33:19,12:33:49
1024002029033,1024002029,10194,33,12:35:11,12:35:41
1024002029034,1024002029,10274,34,12:36:36,12:37:06
1024002029035,1024002029,10199,35,12:38:08,12:38:38
1024002029036,1024002029,10233,36,12:39:42,12:40:12
1024002029037,1024002029,10251,37,12:41:06,12:41:36
1024002029038,1024002029,10321,38,12:42:30,12:43:00
1024002029039,1024002029,10323,39,12:43:43,12:44:13
1024002029040,1024002029,10289,40,12:45:30,
1024002030001,1024002030,10165,1,,11:56:00
1024002030002,1024002030,10185,2,11:56:40,11:57:10
1024002030003,1024002030,10322,3,11:58:01,11:58:31
1024002030004,1024002030,10224,4,11:59:38,12:00:08
1024002030005,1024002030,10275,5,12:01:22,12:01:52
1024002030006,1024002030,10286,6,12:02:57,12:03:27
1024002030007,1024002030,10301,7,12:04:14,12:04:44
1024002030008,1024002030,10221,8,12:05:44,12:06:14
1024002030009,1024002030,10232,9,12:06:46,12:07:16
1024002030010,1024002030,10156,10,12:08:13,12:08:43
1024002030011,1024002030,10256,11,12:09:25,12:09:55
1024002030012,1024002030,10285,12,12:11:01,12:11:31
1024002030013,1024002030,10193,13,12:12:13,12:12:43
1024002030014,1024002030,10319,14,12:13:22,12:13:52
1024002030015,1024002030,10180,15,12:14:39,12:15:09
1024002030016,1024002030,10242,16,12:15:59,12:16:29
1024002030017,1024002030,10209,17,12:17:01,12:17:31
1024002030018,1024002030,10195,18,12:18:10,12:18:40
1024002030019,1024002030,10189,19,12:19:29,12:19:59
1024002030020,1024002030,10188,20,12:20:41,12:21:11
1024002030021,1024002030,10206,21,12:21:57,12:22:27
1024002030022,1024002030,10239,22,12:23:16,12:23:46
1024002030023,1024002030,10176,23,12:24:31,12:25:01
1024002030024,1024002030,10260,24,12:26:15,12:26:45
1024002030025,1024002030,10254,25,12:27:31,12:28:01
1024002030026,1024002030,10217,26,12:28:38,12:29:08
1024002030027,1024002030,10307,27,12:30:06,12:30:36
1024002030028,1024002030,10228,28,12:31:55,12:32:25
1024002030029,1024002030,10279,29,12:33:28,12:33:58
1024002030030,1024002030,10236,30,12:34:40,12:35:10
1024002030031,1024002030,10160,31,12:36:06,12:36:36
1024002030032,1024002030,10218,32,12:37:19,12:37:49
1024002030033,1024002030,10194,33,12:39:11,12:39:41
1024002030034,1024002030,10274,34,12:40:36,12:41:06
1024002030035,1024002030,10199,35,12:42:08,12:42:38
1024002030036,1024002030,10233,36,12:43:42,12:44:12
1024002030037,1024002030,10251,37,12:45:06,12:45:36
1024002030038,1024002030,10321,38,12:46:30,12:47:00
1024002030039,1024002030,10323,39,12:47:43,12:48:13
1024002030040,1024002030,10289,40,12:49:30,
1024002031001,1024002031,10165,1,,12:00:00
1024002031002,1024002031,10185,2,12:00:40,12:01:10
1024002031003,1024002031,10322,3,12:02:01,12:02:31
1024002031004,1024002031,10224,4,12:03:38,12:04:08
1024002031005,1024002031,10275,5,12:05:22,12:05:52
1024002031006,1024002031,10286,6,12:06:57,12:07:27
1024002031007,1024002031,10301,7,12:08:14,12:08:44
1024002031008,1024002031,10221,8,12:09:44,12:10:14
1024002031009,1024002031,10232,9,12:10:46,12:11:16
1024002031010,1024002031,10156,10,12:12:13,12:12:43
1024002031011,1024002031,10256,11,12:13:25,12:13:55
1024002031012,1024002031,10285,12,12:15:01,12:15:31
1024002031013,1024002031,10193,13,12:16:13,12:16:43
1024002031014,1024002031,10319,14,12:17:22,12:17:52
1024002031015,1024002031,10180,15,12:18:39,12:19:09
1024002031016,1024002031,10242,16,12:19:59,12:20:29
1024002031017,1024002031,10209,17,12:21:01,12:21:31
1024002031018,1024002031,10195,18,12:22:10,12:22:40
1024002031019,1024002031,10189,19,12:23:29,12:23:59
1024002031020,1024002031,10188,20,12:24:41,12:25:11
1024002031021,1024002031,10206,21,12:25:57,12:26:27
1024002031022,1024002031,10239,22,12:27:16,12:27:46
1024002031023,1024002031,10176,23,12:28:31,12:29:01
1024002031024,1024002031,10260,24,12:30:15,12:30:45
1024002031025,1024002031,10254,25,12:31:31,12:32:01
1024002031026,1024002031,10217,26,12:32:38,12:33:08
1024002031027,1024002031,10307,27,12:34:06,12:34:36
1024002031028,1024002031,10228,28,12:35:55,12:36:25
1024002031029,1024002031,10279,29,12:37:28,12:37:58
1024002031030,1024002031,10236,30,12:38:40,12:39:10
1024002031031,1024002031,10160,31,12:40:06,12:40:36
1024002031032,1024002031,10218,32,12:41:19,12:41:49
1024002031033,1024002031,10194,33,12:43:11,12:43:41
1024002031034,1024002031,10274,34,12:44:36,12:45:06
1024002031035,1024002031,10199,35,12:46:08,12:46:38
1024002031036,1024002031,10233,36,12:47:42,12:48:12
1024002031037,1024002031,10251,37,12:49:06,12:49:36
1024002031038,1024002031,10321,38,12:50:30,12:51:00
1024002031039,1024002031,10323,39,12:51:43,12:52:13
1024002031040,1024002031,10289,40,12:53:30,
1024003001001,1024003001,10228,1,,10:00:00
1024003001002,1024003001,10307,2,10:01:19,10:01:49
1024003001003,1024003001,10217,3,10:02:47,10:03:17
1024003001004,1024003001,10254,4,10:03:54,10:04:24
1024003001005,1024003001,10260,5,10:05:10,10:05:40
1024003001006,1024003001,10176,6,10:06:54,10:07:24
1024003001007,1024003001,10239,7,10:08:09,10:08:39
1024003001008,1024003001,10206,8,10:09:28,10:09:58
1024003001009,1024003001,10188,9,10:10:44,10:11:14
1024003001010,1024003001,10189,10,10:11:56,10:12:26
1024003001011,1024003001,10195,11,10:13:15,10:13:45
1024003001012,1024003001,10209,12,10:14:24,10:14:54
1024003001013,1024003001,10242,13,10:15:26,10:15:56
1024003001014,1024003001,10193,14,10:18:12,
1024003002001,1024003002,10228,1,,10:08:00
1024003002002,1024003002,10307,2,10:09:19,10:09:49
1024003002003,1024003002,10217,3,10:10:47,10:11:17
1024003002004,1024003002,10254,4,10:11:54,10:12:24
1024003002005,1024003002,10260,5,10:13:10,10:13:40
1024003002006,1024003002,10176,6,10:14:54,10:15:24
1024003002007,1024003002,10239,7,10:16:09,10:16:39
1024003002008,1024003002,10206,8,10:17:28,10:17:58
1024003002009,1024003002,10188,9,10:18:44,10:19:14
1024003002010,1024003002,10189,10,10:19:56,10:20:26
1024003002011,1024003002,10195,11,10:21:15,10:21:45
1024003002012,1024003002,10209,12,10:22:24,10:22:54
1024003002013,1024003002,10242,13,10:23:26,10:23:56
1024003002014,1024003002,10193,14,10:26:12,
1024003003001,1024003003,10228,1,,10:16:00
1024003003002,1024003003,10307,2,10:17:19,10:17:49
1024003003003,1024003003,10217,3,10:18:47,10:19:17
1024003003004,1024003003,10254,4,10:19:54,10:20:24
1024003003005,1024003003,10260,5,10:21:10,10:21:40
1024003003006,1024003003,10176,6,10:22:54,10:23:24
1024003003007,1024003003,10239,7,10:24:09,10:24:39
1024003003008,1024003003,10206,8,10:25:28,10:25:58
1024003003009,1024003003,10188,9,10:26:44,10:27:14
1024003003010,1024003003,10189,10,10:27:56,10:28:26
1024003003011,1024003003,10195,11,10:29:15,10:29:45
1024003003012,1024003003,10209,12,10:30:24,10:30:54
1024003003013,1024003003,10242,13,10:31:26,10:31:56
1024003003014,1024003003,10193,14,10:34:12,
1024003004001,1024003004,10228,1,,10:24:00
1024003004002,1024003004,10307,2,10:25:19,10:25:49
1024003004003,1024003004,10217,3,10:26:47,10:27:17
1024003004004,1024003004,10254,4,10:27:54,10:28:24
1024003004005,1024003004,10260,5,10:29:10,10:29:40
1024003004006,1024003004,10176,6,10:30:54,10:31:24
1024003004007,1024003004,10239,7,10:32:09,10:32:39
1024003004008,1024003004,10206,8,10:33:28,10:33:58
1024003004009,1024003004,10188,9,10:34:44,10:35:14
1024003004010,1024003004,10189,10,10:35:56,10:36:26
1024003004011,1024003004,10195,11,10:37:15,10:37:45
1024003004012,1024003004,10209,12,10:38:24,10:38:54
1024003004013,1024003004,10242,13,10:39:26,10:39:56
1024003004014,1024003004,10193,14,10:42:12,
1024003005001,1024003005,10228,1,,10:32:00
1024003005002,1024003005,10307,2,10:33:19,10:33:49
1024003005003,1024003005,10217,3,10:34:47,10:35:17
1024003005004,1024003005,10254,4,10:35:54,10:36:24
1024003005005,1024003005,10260,5,10:37:10,10:37:40
1024003005006,1024003005,10176,6,10:38:54,10:39:24
1024003005007,1024003005,10239,7,10:40:09,10:40:39
1024003005008,1024003005,10206,8,10:41:28,10:41:58
1024003005009,1024003005,10188,9,10:42:44,10:43:14
1024003005010,1024003005,10189,10,10:43:56,10:44:26
1024003005011,1024003005,10195,11,10:45:15,10:45:45
1024003005012,1024003005,10209,12,10:46:24,10:46:54
1024003005013,1024003005,10242,13,10:47:26,10:47:56
1024003005014,1024003005,10193,14,10:50:12,
1024003006001,1024003006,10228,1,,10:40:00
1024003006002,1024003006,10307,2,10:41:19,10:41:49
1024003006003,1024003006,10217,3,10:42:47,10:43:17
1024003006004,1024003006,10254,4,10:43:54,10:44:24
1024003006005,1024003006,10260,5,10:45:10,10:45:40
1024003006006,1024003006,10176,6,10:46:54,10:47:24
1024003006007,1024003006,10239,7,10:48:09,10:48:39
1024003006008,1024003006,10206,8,10:49:28,10:49:58
1024003006009,1024003006,10188,9,10:50:44,10:51:14
1024003006010,1024003006,10189,10,10:51:56,10:52:26
1024003006011,1024003006,10195,11,10:53:15,10:53:45
1024003006012,1024003006,10209,12,10:54:24,10:54:54
1024003006013,1024003006,10242,13,10:55:26,10:55:56
1024003006014,1024003006,10193,14,10:58:12,
1024003007001,1024003007,10228,1,,10:48:00
1024003007002,1024003007,10307,2,10:49:19,10:49:49
1024003007003,1024003007,10217,3,10:50:47,10:51:17
1024003007004,1024003007,10254,4,10:51:54,10:52:24
1024003007005,1024003007,10260,5,10:53:10,10:53:40
1024003007006,1024003007,10176,6,10:54:54,10:55:24
1024003007007,1024003007,10239,7,10:56:09,10:56:39
1024003007008,1024003007,10206,8,10:57:28,10:57:58
1024003007009,1024003007,10188,9,10:58:44,10:59:14
1024003007010,1024003007,10189,10,10:59:56,11:00:26
1024003007011,1024003007,10195,11,11:01:15,11:01:45
1024003007012,1024003007,10209,12,11:02:24,11:02:54
1024003007013,1024003007,10242,13,11:03:26,11:03:56
1024003007014,1024003007,10193,14,11:06:12,
1024003008001,1024003008,10228,1,,10:56:00
1024003008002,1024003008,10307,2,10:57:19,10:57:49
1024003008003,1024003008,10217,3,10:58:47,10:59:17
1024003008004,1024003008,10254,4,10:59:54,11:00:24
1024003008005,1024003008,10260,5,11:01:10,11:01:40
1024003008006,1024003008,10176,6,11:02:54,11:03:24
1024003008007,1024003008,10239,7,11:04:09,11:04:39
1024003008008,1024003008,10206,8,11:05:28,11:05:58
1024003008009,1024003008,10188,9,11:06:44,11:07:14
1024003008010,1024003008,10189,10,11:07:56,11:08:26
1024003008011,1024003008,10195,11,11:09:15,11:09:45
1024003008012,1024003008,10209,12,11:10:24,11:10:54
1024003008013,1024003008,10242,13,11:11:26,11:11:56
1024003008014,1024003008,10193,14,11:14:12,
1024003009001,1024003009,10228,1,,11:04:00
1024003009002,1024003009,10307,2,11:05:19,11:05:49
1024003009003,1024003009,10217,3,11:06:47,11:07:17
1024003009004,1024003009,10254,4,11:07:54,11:08:24
1024003009005,1024003009,10260,5,11:09:10,11:09:40
1024003009006,1024003009,10176,6,11:10:54,11:11:24
1024003009007,1024003009,10239,7,11:12:09,11:12:39
1024003009008,1024003009,10206,8,11:13:28,11:13:58
1024003009009,1024003009,10188,9,11:14:44,11:15:14
1024003009010,1024003009,10189,10,11:15:56,11:16:26
1024003009011,1024003009,10195,11,11:17:15,11:17:45
1024003009012,1024003009,10209,12,11:18:24,11:18:54
1024003009013,1024003009,10242,13,11:19:26,11:19:56
1024003009014,1024003009,10193,14,11:22:12,
1024003010001,1024003010,10228,1,,11:12:00
1024003010002,1024003010,10307,2,11:13:19,11:13:49
1024003010003,1024003010,10217,3,11:14:47,11:15:17
1024003010004,1024003010,10254,4,11:15:54,11:16:24
1024003010005,1024003010,10260,5,11:17:10,11:17:40
1024003010006,1024003010,10176,6,11:18:54,11:19:24
1024003010007,1024003010,10239,7,11:20:09,11:20:39
1024003010008,1024003010,10206,8,11:21:28,11:21:58
1024003010009,1024003010,10188,9,11:22:44,11:23:14
1024003010010,1024003010,10189,10,11:23:56,11:24:26
1024003010011,1024003010,10195,11,11:25:15,11:25:45
1024003010012,1024003010,10209,12,11:26:24,11:26:54
1024003010013,1024003010,10242,13,11:27:26,11:27:56
1024003010014,1024003010,10193,14,11:30:12,
1024003011001,1024003011,10228,1,,11:20:00
1024003011002,1024003011,10307,2,11:21:19,11:21:49
1024003011003,1024003011,10217,3,11:22:47,11:23:17
1024003011004,1024003011,10254,4,11:23:54,11:24:24
1024003011005,1024003011,10260,5,11:25:10,11:25:40
1024003011006,1024003011,10176,6,11:26:54,11:27:24
1024003011007,1024003011,10239,7,11:28:09,11:28:39
1024003011008,1024003011,10206,8,11:29:28,11:29:58
1024003011009,1024003011,10188,9,11:30:44,11:31:14
1024003011010,1024003011,10189,10,11:31:56,11:32:26
1024003011011,1024003011,10195,11,11:33:15,11:33:45
1024003011012,1024003011,10209,12,11:34:24,11:34:54
1024003011013,1024003011,10242,13,11:35:26,11:35:56
1024003011014,1024003011,10193,14,11:38:12,
1024003012001,1024003012,10228,1,,11:28:00
1024003012002,1024003012,10307,2,11:29:19,11:29:49
1024003012003,1024003012,10217,3,11:30:47,11:31:17
1024003012004,1024003012,10254,4,11:31:54,11:32:24
1024003012005,1024003012,10260,5,11:33:10,11:33:40
1024003012006,1024003012,10176,6,11:34:54,11:35:24
1024003012007,1024003012,10239,7,11:36:09,11:36:39
1024003012008,1024003012,10206,8,11:37:28,11:37:58
1024003012009,1024003012,10188,9,11:38:44,11:39:14
1024003012010,1024003012,10189,10,11:39:56,11:40:26
1024003012011,1024003012,10195,11,11:41:15,11:41:45
1024003012012,1024003012,10209,12,11:42:24,11:42:54
1024003012013,1024003012,10242,13,11:43:26,11:43:56
1024003012014,1024003012,10193,14,11:46:12,
1024003013001,1024003013,10228,1,,11:36:00
1024003013002,1024003013,10307,2,11:37:19,11:37:49
1024003013003,1024003013,10217,3,11:38:47,11:39:17
1024003013004,1024003013,10254,4,11:39:54,11:40:24
1024003013005,1024003013,10260,5,11:41:10,11:41:40
1024003013006,1024003013,10176,6,11:42:54,11:43:24
1024003013007,1024003013,10239,7,11:44:09,11:44:39
1024003013008,1024003013,10206,8,11:45:28,11:45:58
1024003013009,1024003013,10188,9,11:46:44,11:47:14
1024003013010,1024003013,10189,10,11:47:56,11:48:26
1024003013011,1024003013,10195,11,11:49:15,11:49:45
1024003013012,1024003013,10209,12,11:50:24,11:50:54
1024003013013,1024003013,10242,13,11:51:26,11:51:56
1024003013014,1024003013,10193,14,11:54:12,
1024003014001,1024003014,10228,1,,11:44:00
1024003014002,1024003014,10307,2,11:45:19,11:45:49
1024003014003,1024003014,10217,3,11:46:47,11:47:17
1024003014004,1024003014,10254,4,11:47:54,11:48:24
1024003014005,1024003014,10260,5,11:49:10,11:49:40
1024003014006,1024003014,10176,6,11:50:54,11:51:24
1024003014007,1024003014,10239,7,11:52:09,11:52:39
1024003014008,1024003014,10206,8,11:53:28,11:53:58
1024003014009,1024003014,10188,9,11:54:44,11:55:14
1024003014010,1024003014,10189,10,11:55:56,11:56:26
1024003014011,1024003014,10195,11,11:57:15,11:57:45
1024003014012,1024003014,10209,12,11:58:24,11:58:54
1024003014013,1024003014,10242,13,11:59:26,11:59:56
1024003014014,1024003014,10193,14,12:02:12,
1024003015001,1024003015,10228,1,,11:52:00
1024003015002,1024003015,10307,2,11:53:19,11:53:49
1024003015003,1024003015,10217,3,11:54:47,11:55:17
1024003015004,1024003015,10254,4,11:55:54,11:56:24
1024003015005,1024003015,10260,5,11:57:10,11:57:40
1024003015006,1024003015,10176,6,11:58:54,11:59:24
1024003015007,1024003015,10239,7,12:00:09,12:00:39
1024003015008,1024003015,10206,8,12:01:28,12:01:58
1024003015009,1024003015,10188,9,12:02:44,12:03:14
1024003015010,1024003015,10189,10,12:03:56,12:04:26
1024003015011,1024003015,10195,11,12:05:15,12:05:45
1024003015012,1024003015,10209,12,12:06:24,12:06:54
1024003015013,1024003015,10242,13,12:07:26,12:07:56
1024003015014,1024003015,10193,14,12:10:12,
1024003016001,1024003016,10228,1,,12:00:00
1024003016002,1024003016,10307,2,12:01:19,12:01:49
1024003016003,1024003016,10217,3,12:02:47,12:03:17
1024003016004,1024003016,10254,4,12:03:54,12:04:24
1024003016005,1024003016,10260,5,12:05:10,12:05:40
1024003016006,1024003016,10176,6,12:06:54,12:07:24
1024003016007,1024003016,10239,7,12:08:09,12:08:39
1024003016008,1024003016,10206,8,12:09:28,12:09:58
1024003016009,1024003016,10188,9,12:10:44,12:11:14
1024003016010,1024003016,10189,10,12:11:56,12:12:26
1024003016011,1024003016,10195,11,12:13:15,12:13:45
1024003016012,1024003016,10209,12,12:14:24,12:14:54
1024003016013,1024003016,10242,13,12:15:26,12:15:56
1024003016014,1024003016,10193,14,12:18:12,
1024004001001,1024004001,10193,1,,10:00:00
1024004001002,1024004001,10242,2,10:02:16,10:02:46
1024004001003,1024004001,10209,3,10:03:18,10:03:48
1024004001004,1024004001,10195,4,10:04:27,10:04:57
1024004001005,1024004001,10189,5,10:05:46,10:06:16
1024004001006,1024004001,10188,6,10:06:58,10:07:28
1024004001007,1024004001,10206,7,10:08:14,10:08:44
1024004001008,1024004001,10239,8,10:09:33,10:10:03
1024004001009,1024004001,10176,9,10:10:48,10:11:18
